,初出作品,キャラ集計ポイント比率,音楽集計ポイント比率,名前,回,回n,名前n
33,メニュー,,0.00078856100696595,メニュー,13.0,0.6842105263157895,0.07894736842105263
34,弾幕アマノジャク,,0.0203717822226206,弾幕アマノジャク,13.0,0.6842105263157895,0.13157894736842105
35,夢時空,,0.008838610338744321,東方夢時空,13.0,0.6842105263157895,0.21052631578947367
36,幻想麻雀,,0.0007026041199509,東方幻想麻雀,13.0,0.6842105263157895,0.34210526315789475
37,文花帖,,0.0178005501240764,東方文花帖,13.0,0.6842105263157895,0.4473684210526316
38,非想天則,,0.06425090441594106,東方非想天則,13.0,0.6842105263157895,0.7894736842105263
39,神魔討綺伝 ,,0.0001831255419021,神魔討綺伝 ,13.0,0.6842105263157895,0.868421052631579
40,秋霜玉,,0.0028440517834182615,秋霜玉,13.0,0.6842105263157895,0.8947368421052632
41,秘封ナイトメアダイアリー,,0.0052358955960175,秘封ナイトメアダイアリー,13.0,0.6842105263157895,0.9210526315789473
42,稀翁玉,,0.0003812001076329598,稀翁玉,13.0,0.6842105263157895,0.9473684210526315
43,黄昏酒場,,0.0005269530899632,黄昏酒場,13.0,0.6842105263157895,0.9736842105263158
0,CD,0.0186332677994663,,,,,
1,ダブルスポイラー,0.0051300730234517,0.010465777832661996,ダブルスポイラー,14.0,0.7368421052631579,0.02631578947368421
2,儚月抄,0.0039846931610726995,,,,,
3,剛欲異聞,0.0,0.0,東方剛欲異聞,14.0,0.7368421052631579,0.15789473684210525
4,地霊殿,0.089150926836118,0.0762286152801226,東方地霊殿,14.0,0.7368421052631579,0.18421052631578946
5,天空璋,0.0025847844403875,0.038286311574099806,東方天空璋,14.0,0.7368421052631579,0.23684210526315788
6,妖々夢,0.0916611079904503,0.09912719029368469,東方妖々夢,14.0,0.7368421052631579,0.2631578947368421
7,妖精大戦争,0.0050774118803538,0.014558589391326279,妖精大戦争,14.0,0.7368421052631579,0.10526315789473684
8,封魔録,0.0324129335767448,0.00192732613268962,東方封魔録,14.0,0.7368421052631579,0.2894736842105263
9,幺樂団の歴史,0.0043050484482516,,,,,
10,幻想郷,0.0124060876281421,0.01147133929319512,東方幻想郷,14.0,0.7368421052631579,0.3157894736842105
11,心綺楼,0.0160002106445723,0.0049351897997256,東方心綺楼,14.0,0.7368421052631579,0.3684210526315789
12,怪綺談,0.0225916303889903,0.011912375021500141,東方怪綺談,14.0,0.7368421052631579,0.39473684210526316
13,憑依華,0.0,0.0099674074596783,東方憑依華,14.0,0.7368421052631579,0.42105263157894735
14,星蓮船,0.0483912020783595,0.044271166407189706,東方星蓮船,14.0,0.7368421052631579,0.47368421052631576
15,永夜抄,0.071970228900435,0.077670802111678,東方永夜抄,14.0,0.7368421052631579,0.5
16,深秘録,0.0061438000280859,0.0015568561209143,東方深秘録,14.0,0.7368421052631579,0.5263157894736842
17,神霊廟,0.0395265763235497,0.035992925786917034,東方神霊廟,14.0,0.7368421052631579,0.5526315789473685
18,紅魔郷,0.1442169288021341,0.14818800471026058,東方紅魔郷,14.0,0.7368421052631579,0.5789473684210527
19,紺珠伝,0.0546798202499646,0.05990588297557918,東方紺珠伝,14.0,0.7368421052631579,0.6052631578947368
20,緋想天,0.0263700674062631,0.0101658735374151,東方緋想天,14.0,0.7368421052631579,0.631578947368421
21,花映塚,0.0408650470439543,0.05179523593206233,東方花映塚,14.0,0.7368421052631579,0.6578947368421053
22,茨歌仙,0.0073374526049712,,,,,
23,萃夢想,0.008061543322567,0.0062053726972421,東方萃夢想,14.0,0.7368421052631579,0.6842105263157895
24,虹龍洞,0.0,0.0,東方虹龍洞,14.0,0.7368421052631579,0.7105263157894737
25,輝針城,0.0410800800449372,0.04458871213156894,東方輝針城,14.0,0.7368421052631579,0.7368421052631579
26,鈴奈庵,0.0059550975986518,,,,,
27,靈異伝,0.0376263867434349,0.00293288759322361,東方靈異伝,14.0,0.7368421052631579,0.7631578947368421
28,風神録,0.0709784440387582,0.08837914959490777,東方風神録,14.0,0.7368421052631579,0.8157894736842105
29,香霖堂,0.0038310981603707,,,,,
30,鬼形獣,0.0,0.0,東方鬼形獣,14.0,0.7368421052631579,0.8421052631578947
31,Cradle,,0.0041721979897591,Cradle,14.0,0.7368421052631579,0.0
32,トルテルマジック,,0.0007453503808343005,トルテルマジック,14.0,0.7368421052631579,0.05263157894736842
33,メニュー,,0.000890892171174518,メニュー,14.0,0.7368421052631579,0.07894736842105263
34,弾幕アマノジャク,,0.0187131459519532,弾幕アマノジャク,14.0,0.7368421052631579,0.13157894736842105
35,夢時空,,0.008234137047441812,東方夢時空,14.0,0.7368421052631579,0.21052631578947367
36,幻想麻雀,,0.0006350914487582,東方幻想麻雀,14.0,0.7368421052631579,0.34210526315789475
37,文花帖,,0.0150966529798577,東方文花帖,14.0,0.7368421052631579,0.4473684210526316
38,非想天則,,0.061753822677174476,東方非想天則,14.0,0.7368421052631579,0.7894736842105263
39,神魔討綺伝 ,,0.000211697149586,神魔討綺伝 ,14.0,0.7368421052631579,0.868421052631579
40,秋霜玉,,0.002659445441674975,秋霜玉,14.0,0.7368421052631579,0.8947368421052632
41,秘封ナイトメアダイアリー,,0.0141131433057389,秘封ナイトメアダイアリー,14.0,0.7368421052631579,0.9210526315789473
42,稀翁玉,,0.00038811144090782296,稀翁玉,14.0,0.7368421052631579,0.9473684210526315
43,黄昏酒場,,0.000511601444833,黄昏酒場,14.0,0.7368421052631579,0.9736842105263158
0,CD,0.0200855327743987,,,,,
1,ダブルスポイラー,0.005224495322779,0.010955538352798295,ダブルスポイラー,15.0,0.7894736842105263,0.02631578947368421
2,儚月抄,0.0053204093837801005,,,,,
3,剛欲異聞,0.0,0.0,東方剛欲異聞,15.0,0.7894736842105263,0.15789473684210525
4,地霊殿,0.0894426828855458,0.0768738850930622,東方地霊殿,15.0,0.7894736842105263,0.18421052631578946
5,天空璋,0.0026348156757427,0.03142494923316768,東方天空璋,15.0,0.7894736842105263,0.23684210526315788
6,妖々夢,0.0938942237167257,0.09778645395083668,東方妖々夢,15.0,0.7894736842105263,0.2631578947368421
7,妖精大戦争,0.0063641800476183005,0.013732287704889833,妖精大戦争,15.0,0.7894736842105263,0.10526315789473684
8,封魔録,0.0335699213504699,0.002266276238878669,東方封魔録,15.0,0.7894736842105263,0.2894736842105263
9,幺樂団の歴史,0.0042766387199422,,,,,
10,幻想郷,0.0119610476072262,0.011510888223216203,東方幻想郷,15.0,0.7894736842105263,0.3157894736842105
11,心綺楼,0.0153744597781564,0.0045606004510113,東方心綺楼,15.0,0.7894736842105263,0.3684210526315789
12,怪綺談,0.0220489500231322,0.012599149585450243,東方怪綺談,15.0,0.7894736842105263,0.39473684210526316
13,憑依華,0.0,0.0138444795979042,東方憑依華,15.0,0.7894736842105263,0.42105263157894735
14,星蓮船,0.0472404960449549,0.04328363232472753,東方星蓮船,15.0,0.7894736842105263,0.47368421052631576
15,永夜抄,0.071061035194818,0.0768346179305073,東方永夜抄,15.0,0.7894736842105263,0.5
16,深秘録,0.0066293542162692,0.0012565492017546,東方深秘録,15.0,0.7894736842105263,0.5263157894736842
17,神霊廟,0.0375249658658779,0.034280232910369,東方神霊廟,15.0,0.7894736842105263,0.5526315789473685
18,紅魔郷,0.1522268988163072,0.1506344451549923,東方紅魔郷,15.0,0.7894736842105263,0.5789473684210527
19,紺珠伝,0.0525496214215588,0.05939438816151078,東方紺珠伝,15.0,0.7894736842105263,0.6052631578947368
20,緋想天,0.024452443551754,0.0091941256324817,東方緋想天,15.0,0.7894736842105263,0.631578947368421
21,花映塚,0.0425689170738311,0.051193160782201146,東方花映塚,15.0,0.7894736842105263,0.6578947368421053
22,茨歌仙,0.0071935545751007,,,,,
23,萃夢想,0.0082203992281739,0.0060639718173964,東方萃夢想,15.0,0.7894736842105263,0.6842105263157895
24,虹龍洞,0.0,0.0,東方虹龍洞,15.0,0.7894736842105263,0.7105263157894737
25,輝針城,0.0385743785333044,0.042554385020137794,東方輝針城,15.0,0.7894736842105263,0.7368421052631579
26,鈴奈庵,0.005405039437605,,,,,
27,靈異伝,0.0388564787127204,0.0032760032760030745,東方靈異伝,15.0,0.7894736842105263,0.7631578947368421
28,風神録,0.0692838040644988,0.0901069188740414,東方風神録,15.0,0.7894736842105263,0.8157894736842105
29,香霖堂,0.0034529061960483,,,,,
30,鬼形獣,0.0,0.0,東方鬼形獣,15.0,0.7894736842105263,0.8421052631578947
31,Cradle,,0.0040389081484971,Cradle,15.0,0.7894736842105263,0.0
32,トルテルマジック,,0.0007516856831924352,トルテルマジック,15.0,0.7894736842105263,0.05263157894736842
33,メニュー,,0.0011331381194393596,メニュー,15.0,0.7894736842105263,0.07894736842105263
34,弾幕アマノジャク,,0.0179170453143052,弾幕アマノジャク,15.0,0.7894736842105263,0.13157894736842105
35,夢時空,,0.008610727788809495,東方夢時空,15.0,0.7894736842105263,0.21052631578947367
36,幻想麻雀,,0.0005833978436718,東方幻想麻雀,15.0,0.7894736842105263,0.34210526315789475
37,文花帖,,0.015656378670077,東方文花帖,15.0,0.7894736842105263,0.4473684210526316
38,非想天則,,0.06243478846218527,東方非想天則,15.0,0.7894736842105263,0.7894736842105263
39,神魔討綺伝 ,,0.0002973085164865,神魔討綺伝 ,15.0,0.7894736842105263,0.868421052631579
40,秋霜玉,,0.0031357634097356757,秋霜玉,15.0,0.7894736842105263,0.8947368421052632
41,秘封ナイトメアダイアリー,,0.0157349129951866,秘封ナイトメアダイアリー,15.0,0.7894736842105263,0.9210526315789473
42,稀翁玉,,0.0005273018971648122,稀翁玉,15.0,0.7894736842105263,0.9473684210526315
43,黄昏酒場,,0.0004824251399593,黄昏酒場,15.0,0.7894736842105263,0.9736842105263158
0,CD,0.0178607973355269,,,,,
1,ダブルスポイラー,0.0041090668325274,0.009734764673166918,ダブルスポイラー,16.0,0.8421052631578947,0.02631578947368421
2,儚月抄,0.0046186874260146,,,,,
3,剛欲異聞,0.0,0.0,東方剛欲異聞,16.0,0.8421052631578947,0.15789473684210525
4,地霊殿,0.09144278806604961,0.0765017264903223,東方地霊殿,16.0,0.8421052631578947,0.18421052631578946
5,天空璋,0.0026002688549587,0.023490671350662948,東方天空璋,16.0,0.8421052631578947,0.23684210526315788
6,妖々夢,0.0994522581810151,0.09476291266719673,東方妖々夢,16.0,0.8421052631578947,0.2631578947368421
7,妖精大戦争,0.0063521999959871,0.011919385105369657,妖精大戦争,16.0,0.8421052631578947,0.10526315789473684
8,封魔録,0.0346140727513492,0.0023446658851111633,東方封魔録,16.0,0.8421052631578947,0.2894736842105263
9,幺樂団の歴史,0.0042535262133584,,,,,
10,幻想郷,0.0108344535623282,0.011459254428256667,東方幻想郷,16.0,0.8421052631578947,0.3157894736842105
11,心綺楼,0.0149234565919624,0.0035129976913443,東方心綺楼,16.0,0.8421052631578947,0.3684210526315789
12,怪綺談,0.0190565999879617,0.011715327152910735,東方怪綺談,16.0,0.8421052631578947,0.39473684210526316
13,憑依華,0.0,0.0107190442085552,東方憑依華,16.0,0.8421052631578947,0.42105263157894735
14,星蓮船,0.0430689592905436,0.03996334959128295,東方星蓮船,16.0,0.8421052631578947,0.47368421052631576
15,永夜抄,0.0700587869424767,0.07613762308495539,東方永夜抄,16.0,0.8421052631578947,0.5
16,深秘録,0.004670853313537,0.0011563283972648,東方深秘録,16.0,0.8421052631578947,0.5263157894736842
17,神霊廟,0.0380209064826143,0.03333346670454325,東方神霊廟,16.0,0.8421052631578947,0.5526315789473685
18,紅魔郷,0.1592985694508533,0.158557030196575,東方紅魔郷,16.0,0.8421052631578947,0.5789473684210527
19,紺珠伝,0.0446299231556347,0.052983047185399854,東方紺珠伝,16.0,0.8421052631578947,0.6052631578947368
20,緋想天,0.0197748841315382,0.0078062169656181,東方緋想天,16.0,0.8421052631578947,0.631578947368421
21,花映塚,0.0417969141871148,0.051182535840177984,東方花映塚,16.0,0.8421052631578947,0.6578947368421053
22,茨歌仙,0.0091852089645071,,,,,
23,萃夢想,0.0098713910234545,0.005345518127148,東方萃夢想,16.0,0.8421052631578947,0.6842105263157895
24,虹龍洞,0.0,0.0,東方虹龍洞,16.0,0.8421052631578947,0.7105263157894737
25,輝針城,0.0329046367448481,0.037926771203021,東方輝針城,16.0,0.8421052631578947,0.7368421052631579
26,鈴奈庵,0.005228627033968,,,,,
27,靈異伝,0.0357657350374189,0.0032129124671403954,東方靈異伝,16.0,0.8421052631578947,0.7631578947368421
28,風神録,0.068349350935976,0.08871319454725039,東方風神録,16.0,0.8421052631578947,0.8157894736842105
29,香霖堂,0.0039204670853313,,,,,
30,鬼形獣,0.030436788988984703,0.01712086232489963,東方鬼形獣,16.0,0.8421052631578947,0.8421052631578947
31,Cradle,,0.0033649556474038,Cradle,16.0,0.8421052631578947,0.0
32,トルテルマジック,,0.0007322079470568192,トルテルマジック,16.0,0.8421052631578947,0.05263157894736842
33,メニュー,,0.0010562999891967826,メニュー,16.0,0.8421052631578947,0.07894736842105263
34,弾幕アマノジャク,,0.0166487282388195,弾幕アマノジャク,16.0,0.8421052631578947,0.13157894736842105
35,夢時空,,0.008610445366483484,東方夢時空,16.0,0.8421052631578947,0.21052631578947367
36,幻想麻雀,,0.0006561863569253,東方幻想麻雀,16.0,0.8421052631578947,0.34210526315789475
37,文花帖,,0.0138199248586596,東方文花帖,16.0,0.8421052631578947,0.4473684210526316
38,非想天則,,0.062373714134813754,東方非想天則,16.0,0.8421052631578947,0.7894736842105263
39,神魔討綺伝 ,,0.0002600738609765,神魔討綺伝 ,16.0,0.8421052631578947,0.868421052631579
40,秋霜玉,,0.0025607272465375495,秋霜玉,16.0,0.8421052631578947,0.8947368421052632
41,秘封ナイトメアダイアリー,,0.010839078298236425,秘封ナイトメアダイアリー,16.0,0.8421052631578947,0.9210526315789473
42,稀翁玉,,0.0005041431766620704,稀翁玉,16.0,0.8421052631578947,0.9473684210526315
43,黄昏酒場,,0.0004441261318214,黄昏酒場,16.0,0.8421052631578947,0.9736842105263158
0,CD,0.012866048255477498,,,,,
1,ダブルスポイラー,0.0037146252975685,0.008427402044077582,ダブルスポイラー,17.0,0.8947368421052632,0.02631578947368421
2,儚月抄,0.0056065893017404,,,,,
3,剛欲異聞,0.0,0.0,東方剛欲異聞,17.0,0.8947368421052632,0.15789473684210525
4,地霊殿,0.0867392728066555,0.0670945304861982,東方地霊殿,17.0,0.8947368421052632,0.18421052631578946
5,天空璋,0.0016944512784617,0.020491285792106476,東方天空璋,17.0,0.8947368421052632,0.23684210526315788
6,妖々夢,0.1046124419156651,0.1010891407008153,東方妖々夢,17.0,0.8947368421052632,0.2631578947368421
7,妖精大戦争,0.0045323972847197,0.009549372093610153,妖精大戦争,17.0,0.8947368421052632,0.10526315789473684
8,封魔録,0.0409440415261843,0.0020094447510918692,東方封魔録,17.0,0.8947368421052632,0.2894736842105263
9,幺樂団の歴史,0.0031775292890581,,,,,
10,幻想郷,0.011570087563975,0.012449899166999328,東方幻想郷,17.0,0.8947368421052632,0.3157894736842105
11,心綺楼,0.0151183863556823,0.0036328740832132,東方心綺楼,17.0,0.8947368421052632,0.3684210526315789
12,怪綺談,0.0194324801014591,0.0099029189259385,東方怪綺談,17.0,0.8947368421052632,0.39473684210526316
13,憑依華,0.0,0.0099534256162718,東方憑依華,17.0,0.8947368421052632,0.42105263157894735
14,星蓮船,0.040552481210302,0.03425796652849408,東方星蓮船,17.0,0.8947368421052632,0.47368421052631576
15,永夜抄,0.0717976083634508,0.0789167036447783,東方永夜抄,17.0,0.8947368421052632,0.5
16,深秘録,0.0047992127212055,0.0011616538776511,東方深秘録,17.0,0.8947368421052632,0.5263157894736842
17,神霊廟,0.0364393653257744,0.02955362908608058,東方神霊廟,17.0,0.8947368421052632,0.5526315789473685
18,紅魔郷,0.1648295673085251,0.1779170319382656,東方紅魔郷,17.0,0.8947368421052632,0.5789473684210527
19,紺珠伝,0.0421914903201435,0.048122053024808674,東方紺珠伝,17.0,0.8947368421052632,0.6052631578947368
20,緋想天,0.0199210642124266,0.0080846780739633,東方緋想天,17.0,0.8947368421052632,0.631578947368421
21,花映塚,0.0385323071911955,0.059146942000280756,東方花映塚,17.0,0.8947368421052632,0.6578947368421053
22,茨歌仙,0.0075886468299207,,,,,
23,萃夢想,0.0093004237860763,0.0047764898571742,東方萃夢想,17.0,0.8947368421052632,0.6842105263157895
24,虹龍洞,0.026702334461812,0.03040502758025964,東方虹龍洞,17.0,0.8947368421052632,0.7105263157894737
25,輝針城,0.029893724293025403,0.031249210832962754,東方輝針城,17.0,0.8947368421052632,0.7368421052631579
26,鈴奈庵,0.0038982774811236,,,,,
27,靈異伝,0.0395164056842083,0.003041224282173241,東方靈異伝,17.0,0.8947368421052632,0.7631578947368421
28,風神録,0.064659429153571,0.0841116775075659,東方風神録,17.0,0.8947368421052632,0.8157894736842105
29,香霖堂,0.0034755309453929,,,,,
30,鬼形獣,0.021771446590133,0.011172801425731077,東方鬼形獣,17.0,0.8947368421052632,0.8421052631578947
31,Cradle,,0.0034200244596686,Cradle,17.0,0.8947368421052632,0.0
32,トルテルマジック,,0.0006241183876821233,トルテルマジック,17.0,0.8947368421052632,0.05263157894736842
33,メニュー,,0.0010426023932953701,メニュー,17.0,0.8947368421052632,0.07894736842105263
34,弾幕アマノジャク,,0.0152494128597245,弾幕アマノジャク,17.0,0.8947368421052632,0.13157894736842105
35,夢時空,,0.007547142583993952,東方夢時空,17.0,0.8947368421052632,0.21052631578947367
36,幻想麻雀,,0.0004148763848754,東方幻想麻雀,17.0,0.8947368421052632,0.34210526315789475
37,文花帖,,0.0125436973061891,東方文花帖,17.0,0.8947368421052632,0.4473684210526316
38,非想天則,,0.06185987279529223,東方非想天則,17.0,0.8947368421052632,0.7894736842105263
39,神魔討綺伝 ,,0.0001623429332121,神魔討綺伝 ,17.0,0.8947368421052632,0.868421052631579
40,秋霜玉,,0.0023449534797303695,秋霜玉,17.0,0.8947368421052632,0.8947368421052632
41,秘封ナイトメアダイアリー,,0.009278800538256658,秘封ナイトメアダイアリー,17.0,0.8947368421052632,0.9210526315789473
42,稀翁玉,,0.0003932306604470288,稀翁玉,17.0,0.8947368421052632,0.9473684210526315
43,黄昏酒場,,0.0003355087286383,黄昏酒場,17.0,0.8947368421052632,0.9736842105263158
0,CD,0.011755559096478501,,,,,
1,ダブルスポイラー,0.0032994686783993,0.006937978234369552,ダブルスポイラー,18.0,0.9473684210526315,0.02631578947368421
2,儚月抄,0.00491211490173,,,,,
3,剛欲異聞,0.0,0.0046174859375229,東方剛欲異聞,18.0,0.9473684210526315,0.15789473684210525
4,地霊殿,0.0858548673344355,0.07012292734509175,東方地霊殿,18.0,0.9473684210526315,0.18421052631578946
5,天空璋,0.0020824290243352,0.017688613432418624,東方天空璋,18.0,0.9473684210526315,0.23684210526315788
6,妖々夢,0.099269776207561,0.098189134808852,東方妖々夢,18.0,0.9473684210526315,0.2631578947368421
7,妖精大戦争,0.0039752965675634005,0.0085505735140767,妖精大戦争,18.0,0.9473684210526315,0.10526315789473684
8,封魔録,0.0455442062868477,0.002035571090778056,東方封魔録,18.0,0.9473684210526315,0.2894736842105263
9,幺樂団の歴史,0.0026373771284457,,,,,
10,幻想郷,0.0111484129033676,0.011484968203380203,東方幻想郷,18.0,0.9473684210526315,0.3157894736842105
11,心綺楼,0.0136429321040225,0.0031870052431375003,東方心綺楼,18.0,0.9473684210526315,0.3684210526315789
12,怪綺談,0.018980873521283,0.008823745392059731,東方怪綺談,18.0,0.9473684210526315,0.39473684210526316
13,憑依華,0.0,0.0097431303147351,東方憑依華,18.0,0.9473684210526315,0.42105263157894735
14,星蓮船,0.036769432799081,0.03154107124498728,東方星蓮船,18.0,0.9473684210526315,0.47368421052631576
15,永夜抄,0.070975664701454,0.0798660576598269,東方永夜抄,18.0,0.9473684210526315,0.5
16,深秘録,0.0041373853702492,0.0009751942310799,東方深秘録,18.0,0.9473684210526315,0.5263157894736842
17,神霊廟,0.0347062346496406,0.02700289327204025,東方神霊廟,18.0,0.9473684210526315,0.5526315789473685
18,紅魔郷,0.1859158566805308,0.2096843836743078,東方紅魔郷,18.0,0.9473684210526315,0.5789473684210527
19,紺珠伝,0.0411320941323849,0.04297610480400555,東方紺珠伝,18.0,0.9473684210526315,0.6052631578947368
20,緋想天,0.018662190451595798,0.006788174301282,東方緋想天,18.0,0.9473684210526315,0.631578947368421
21,花映塚,0.0365716295144478,0.057665702242652356,東方花映塚,18.0,0.9473684210526315,0.6578947368421053
22,茨歌仙,0.007865427832021,,,,,
23,萃夢想,0.0091374128429277,0.004329627399433,東方萃夢想,18.0,0.9473684210526315,0.6842105263157895
24,虹龍洞,0.0215523162215172,0.020699378754276774,東方虹龍洞,18.0,0.9473684210526315,0.7105263157894737
25,輝針城,0.0265001456051952,0.02470296229934275,東方輝針城,18.0,0.9473684210526315,0.7368421052631579
26,鈴奈庵,0.0034670520167693,,,,,
27,靈異伝,0.0430744124967719,0.002611288166957852,東方靈異伝,18.0,0.9473684210526315,0.7631578947368421
28,風神録,0.0659701426930915,0.0894270733892399,東方風神録,18.0,0.9473684210526315,0.8157894736842105
29,香霖堂,0.0035110083022434,,,,,
30,鬼形獣,0.0190220825389147,0.008782622743761325,東方鬼形獣,18.0,0.9473684210526315,0.8421052631578947
31,Cradle,,0.0030753866263273,Cradle,18.0,0.9473684210526315,0.0
32,トルテルマジック,,0.0007460823334165262,トルテルマジック,18.0,0.9473684210526315,0.05263157894736842
33,メニュー,,0.0009164475906533021,メニュー,18.0,0.9473684210526315,0.07894736842105263
34,弾幕アマノジャク,,0.0127068983242518,弾幕アマノジャク,18.0,0.9473684210526315,0.13157894736842105
35,夢時空,,0.006676555684471482,東方夢時空,18.0,0.9473684210526315,0.21052631578947367
36,幻想麻雀,,0.0004229758110708,東方幻想麻雀,18.0,0.9473684210526315,0.34210526315789475
37,文花帖,,0.0113733495865702,東方文花帖,18.0,0.9473684210526315,0.4473684210526316
38,非想天則,,0.06278253462380055,東方非想天則,18.0,0.9473684210526315,0.7894736842105263
39,神魔討綺伝 ,,0.0001938639134074,神魔討綺伝 ,18.0,0.9473684210526315,0.868421052631579
40,秋霜玉,,0.002261745656419953,秋霜玉,18.0,0.9473684210526315,0.8947368421052632
41,秘封ナイトメアダイアリー,,0.008104099046835424,秘封ナイトメアダイアリー,18.0,0.9473684210526315,0.9210526315789473
42,稀翁玉,,0.00039360249085747804,稀翁玉,18.0,0.9473684210526315,0.9473684210526315
43,黄昏酒場,,0.0003054825302178,黄昏酒場,18.0,0.9473684210526315,0.9736842105263158
