Notes,Unnamed: 0,名前,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,Number,title
3面ボステーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EXTRAのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EXTRAステージテーマ,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
EXTRAステージボステーマ,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10
EXTRAボステーマ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PHANTASMステージテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHANTASMステージボステーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SPOILER クリア,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VIVITのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
vsアリス,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
vsチルノ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
vsパチュリー,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
vs早苗,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
vs空,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
vs美鈴,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
vs諏訪子,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
vs霊夢,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
vs魔理沙,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
「香霖堂」卓３戦目のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
めい＆まいのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
エキストラエンディングテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
エキストラステージ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
エキストラステージテーマ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
エキストラボステーマ,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
エレンのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
エンディングテーマ,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
エーリッヒのテーマ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
オリジナル,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
カナ・アナベラルのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
キャラクターセレクト,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
グッドエンドのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
グッドエンドテーマ１,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
グッドエンドテーマ２,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ゲイツのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ゲームオーバーテーマ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ゲームオーバーテーマ（※風神録と同じ）,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ゲームオーバーテーマ（※風神録・地霊殿と同じ）,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
コアントローのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
シューのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
スタッフロール,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
スタッフロールテーマ,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
ストーリー1のテーマ(旧約酒場より再録),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ストーリー2のテーマ(旧約酒場より再録),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ストーリー3　ドレミー・スイートのテーマ(東方紺珠伝より再録),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ストーリー4　宇佐見菫子のテーマ(東方天空璋より再録),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ストーリークリア後選択可能（※神魔討綺伝提供曲と同一）,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
セミファイナルステージ・八雲 紫のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
タイトル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
タイトル曲,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
タイトル画面,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
タイトル画面のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
タイトル画面テーマ,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
チルノのテーマ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ネームレジストのテーマ（※妖精大戦争と同じ）,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ネームレジストのテーマ（風～星と異なり、アレンジ版）,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ネームレジストテーマ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
バッドエンドのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
バッドエンドテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ファイナルステージ・伊吹 萃香のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
プリズムリバー三姉妹のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
マリーのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ミスティア・ローレライのテーマ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ミューズのテーマ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ミリアのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
メディスン・メランコリーのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
モーガンのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ラストスペルのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ラストバトル,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ラストワードのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ラスボステーマ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
一週目(夢1週間)のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
三週目(悪夢1週間)テーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
中ボステーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
中盤のテーマ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
九十九弁々・九十九八橋のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
二ッ岩 マミゾウのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
二週目(裏1週間)のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
会話,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
会話場面のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
会話場面のテーマ２,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
使用キャラ選択テーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
依神 紫苑・依神 女苑のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
八雲 紫のテーマ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
共通エンディングテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
勝利デモテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
北白河 ちゆりのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
十六夜 咲夜のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
博麗 霊夢のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
博麗 靈夢のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
取材のテーマ１,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
取材のテーマ２,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
取材のテーマ３,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
取材のテーマ４,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
取材のテーマ５,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
四季映姫・ヤマザナドゥのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
因幡 てゐのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
地獄最終面テーマ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
地獄１１～１４面テーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
地獄６～９面テーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
夜のエンディングテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
夢美デモテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
宇佐見 菫子のテーマ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
宴会直前のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
射命丸 文のテーマ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
小兎姫のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
小野塚 小町のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
岡崎 夢美のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
幽香のテーマ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
序盤のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
撮影曲１,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
撮影曲２,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
撮影曲３,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
撮影曲４,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
撮影曲５,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
昼のエンディングテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
最序盤のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
最終ボステーマ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
最終面テーマ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最終面ボステーマ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
朝倉 理香子のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
未使用曲,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
未使用曲（エキストラステージテーマ）,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
未使用曲（スタッフロールテーマ）,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
未使用曲（１面テーマ）,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
未使用曲（２面テーマ）,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
未使用曲（４面テーマ）,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
未使用曲（５面テーマ）,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
未使用曲（６面テーマ）,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
東方妖々夢『博麗神社例大祭』スコアアタックより,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
東方永夜抄より,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
比那名居 天子のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
永江 衣玖のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
永琳・輝夜ファイナルスペルのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
秋霜玉エキストラステージテーマ（未使用）,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
秋霜玉プロトタイプBGM,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
秋霜玉５面ボステーマ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
秦 こころのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
終盤のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
茨木 華扇のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
通常面テーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
鈴仙・U・イナバのテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
霊夢特殊,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
霧雨 魔理沙のテーマ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
靈夢１面のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
風見 幽香のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
饕餮 尤魔のテーマ１,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
饕餮 尤魔のテーマ２,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
魂魄 妖夢のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
魅魔のテーマ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
魔理沙１面のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
魔界最終面テーマ１,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
魔界最終面テーマ２,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
魔界１１～１４面テーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
魔界６～９面テーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
（※ダブルスポイラーより再録）,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
（※東方輝針城より再録）,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
１、２面ボステーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
１面のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
１面テーマ,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
１面ボステーマ,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
１０面テーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
１５面テーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
１６～１９面テーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
１～４面、地獄１６～１９面テーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
２面のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
２面テーマ,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
２面ボステーマ,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
３面のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
３面テーマ,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
３面ボステーマ,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
４面テーマ,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
４面ボステーマ,17,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19
５面テーマ,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17
５面ボステーマ,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
６面Aボステーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
６面Bボステーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
６面テーマ,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
６面ボステーマ,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12
ＣＰＵ７人目のテーマ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
